INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,FASE IDEAL,DEFA,ANO,FASE
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 7 (3° EM),1,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 7 (3° EM),1,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.611366666700001,10.0,8.0,8.6666666665,10.002,6.26,5.625,5.446666667,ALFA (1° e 2° ano),0,24,0.0
8.002866666700001,10.0,8.0,9.3333333335,10.002,3.76,7.5,7.05,ALFA (1° e 2° ano),0,24,0.0
7.952200000100001,10.0,8.0,9.0833333335,10.002,3.76,7.5,7.046666667,ALFA (1° e 2° ano),0,24,0.0
7.156366666600001,5.0,7.0,9.75,8.002,3.76,6.875,7.213333333,Fase 1 (3° e 4° ano),-1,24,0.0
5.444199999900001,5.0,7.5,4.1666666665,9.002,3.76,5.0,4.173333333,Fase 1 (3° e 4° ano),-1,24,0.0
8.0822,5.0,8.25,10.0,10.002,6.26,7.5,7.78,Fase 1 (3° e 4° ano),-1,24,0.0
8.959700000000002,5.0,10.0,10.0,9.502,7.51,8.125,9.73,Fase 1 (3° e 4° ano),-1,24,0.0
7.346677272700001,5.0,7.5,8.6136363635,9.002,7.51,7.1875,6.27,Fase 2 (5° e 6° ano),-2,24,0.0
8.152624242500002,5.0,8.5,9.5454545455,10.002,6.26,7.5,8.336666667,Fase 1 (3° e 4° ano),-1,24,0.0
7.982890909100001,5.0,9.25,9.5454545455,7.918,6.26,7.5,7.78,Fase 1 (3° e 4° ano),-1,24,0.0
8.2579575757,5.0,9.5,9.5454545455,9.502,6.26,7.5,8.113333333,Fase 1 (3° e 4° ano),-1,24,0.0
8.0345030302,5.0,8.75,8.818181818,10.002,6.26,7.5,8.223333333,Fase 1 (3° e 4° ano),-1,24,0.0
7.8769272727000015,5.0,9.25,8.1136363635,9.502,6.26,7.5,7.89,Fase 1 (3° e 4° ano),-1,24,0.0
8.191290909100001,5.0,9.75,9.2954545455,8.502,6.26,7.5,8.28,Fase 1 (3° e 4° ano),-1,24,0.0
7.583018181800001,5.0,8.5,7.409090909,9.002,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
8.3033538462,5.0,9.0,9.230769231,10.002,7.51,7.5,8.28,Fase 2 (5° e 6° ano),-2,24,0.0
8.035957575700001,5.0,8.75,9.0454545455,10.002,6.26,7.5,8.003333333,Fase 1 (3° e 4° ano),-1,24,0.0
8.3800152174,10.0,10.0,9.347826087,9.002,2.51,7.8125,7.89,ALFA (1° e 2° ano),0,24,0.0
8.057128571400002,5.0,9.75,9.523809524,9.502,2.51,8.125,8.443333333,Fase 1 (3° e 4° ano),-1,24,0.0
8.156578882000002,10.0,8.0,8.830227742999998,10.002,2.51,7.5,8.946666667,ALFA (1° e 2° ano),0,24,0.0
5.914801966800001,10.0,7.0,5.051759834,8.002,2.51,5.3125,4.61,ALFA (1° e 2° ano),0,24,0.0
7.619650310500001,5.0,7.75,9.3064182195,10.002,2.51,8.125,8.223333333,Fase 1 (3° e 4° ano),-1,24,0.0
7.9208899585,10.0,10.0,7.9813664595,9.002,2.51,7.1875,7.273333333,ALFA (1° e 2° ano),0,24,0.0
7.2171722223,5.0,7.75,9.4444444445,7.002,7.51,5.9375,6.166666667,Fase 1 (3° e 4° ano),-1,24,0.0
8.407200000000001,5.0,8.75,10.0,10.002,7.51,7.5,8.28,Fase 1 (3° e 4° ano),-1,24,0.0
8.079200000000002,5.0,8.25,9.5,9.502,7.51,7.5,7.89,Fase 1 (3° e 4° ano),-1,24,0.0
8.2072,5.0,8.5,10.0,8.502,7.51,7.5,8.28,Fase 1 (3° e 4° ano),-1,24,0.0
6.9031621211,5.0,8.25,4.7727272725,7.502,7.51,7.1875,7.893333333,Fase 1 (3° e 4° ano),-1,24,0.0
8.005023232300001,5.0,8.5,9.4949494945,8.002,7.51,6.875,8.336666667,Fase 1 (3° e 4° ano),-1,24,0.0
8.1942,5.0,8.5,10.0,9.002,6.88,7.5,8.28,Fase 1 (3° e 4° ano),-1,24,0.0
7.9493666666,5.0,7.75,10.0,9.502,7.51,6.875,7.553333333,Fase 2 (5° e 6° ano),-2,24,0.0
6.395389393900001,5.0,7.5,6.8863636365000005,8.002,2.51,6.5625,6.553333333,Fase 1 (3° e 4° ano),-1,24,0.0
5.7839559808,5.0,7.75,5.6937799039999994,9.002,2.51,5.0,4.72,Fase 1 (3° e 4° ano),-1,24,0.0
8.0617454545,10.0,7.5,9.5227272725,10.002,2.51,7.5,8.28,ALFA (1° e 2° ano),0,24,0.0
7.0574222223000005,5.0,6.5,8.4444444445,9.002,2.51,7.5,8.336666667,Fase 1 (3° e 4° ano),-1,24,0.0
4.6684348484000004,5.0,5.5,3.159090909,8.502,2.51,4.6875,4.333333333,Fase 1 (3° e 4° ano),-1,24,0.0
7.620247619000001,5.0,9.25,9.761904762,9.502,2.51,7.5,6.833333333,Fase 1 (3° e 4° ano),-1,24,0.0
6.315972727300001,5.0,5.25,7.8863636365000005,8.502,2.51,6.875,7.0,Fase 1 (3° e 4° ano),-1,24,0.0
6.853080434800001,5.0,6.5,8.445652174,9.502,2.51,7.1875,7.22,Fase 1 (3° e 4° ano),-1,24,0.0
8.419200000000002,5.0,8.75,10.0,9.502,8.13,7.5,8.28,Fase 1 (3° e 4° ano),-1,24,0.0
7.577287995300001,10.0,6.75,6.643356643500001,9.502,7.51,7.1875,7.393333333,ALFA (1° e 2° ano),0,24,0.0
7.069727777800001,5.0,6.5,7.638888889,8.502,7.51,7.1875,7.11,Fase 2 (5° e 6° ano),-2,24,0.0
7.6352,5.0,6.0,8.75,9.502,7.51,7.5,8.67,Fase 1 (3° e 4° ano),-1,24,0.0
7.623866666600001,5.0,9.0,8.75,8.502,2.51,7.5,8.613333333,Fase 1 (3° e 4° ano),-1,24,0.0
5.6345333333,5.0,7.0,2.9166666665000003,9.502,2.51,7.5,6.0,Fase 1 (3° e 4° ano),-1,24,0.0
5.758866666800001,10.0,4.0,5.416666667,10.002,2.51,6.25,4.996666667,ALFA (1° e 2° ano),0,24,0.0
8.8352,10.0,10.0,10.0,10.002,2.51,7.5,9.17,ALFA (1° e 2° ano),0,24,0.0
7.085119934500001,5.0,6.0,7.9575163395,9.002,8.135,7.8125,6.493333333,Fase 2 (5° e 6° ano),-2,24,0.0
6.685221929800001,5.0,4.75,8.710526316,8.502,2.51,7.8125,8.053333333,Fase 1 (3° e 4° ano),-1,24,0.0
8.503033333400001,5.0,9.75,10.0,9.002,8.135,7.5,7.946666667,Fase 1 (3° e 4° ano),-1,24,0.0
7.665116666600001,5.0,9.25,9.75,9.002,2.51,7.8125,7.163333333,Fase 2 (5° e 6° ano),-2,24,0.0
7.0900771929,5.0,7.25,7.6710526315,7.502,7.51,7.5,6.773333333,Fase 1 (3° e 4° ano),-1,24,0.0
7.697103508700001,5.0,7.25,9.4736842105,9.002,7.51,8.125,6.943333333,Fase 2 (5° e 6° ano),-2,24,0.0
5.657357017600001,5.0,2.75,8.697368421,7.918,2.51,5.9375,6.156666667,Fase 1 (3° e 4° ano),-1,24,0.0
7.7494938597,5.0,8.25,7.6710526315,9.502,7.51,7.1875,8.226666667,Fase 1 (3° e 4° ano),-1,24,0.0
6.5940333333000005,10.0,5.5,5.833333333500001,10.002,6.255,6.25,5.383333333,ALFA (1° e 2° ano),0,24,0.0
6.876997101400001,5.0,6.0,7.445652174,10.002,7.51,7.5,5.933333333,Fase 1 (3° e 4° ano),-1,24,0.0
8.379199999899999,10.0,7.5,9.1666666665,9.002,7.51,7.5,8.223333333,ALFA (1° e 2° ano),0,24,0.0
8.3907833334,10.0,10.0,9.375,8.502,2.51,7.8125,8.166666667,ALFA (1° e 2° ano),0,24,0.0
6.4118666668,10.0,0.0,9.166666667,9.002,2.51,7.5,8.386666667,ALFA (1° e 2° ano),0,24,0.0
7.510200000000001,5.0,6.5,8.333333333,10.002,7.51,6.25,8.336666667,Fase 1 (3° e 4° ano),-1,24,0.0
8.0155333334,10.0,6.25,8.125,9.502,7.51,7.5,8.446666667,ALFA (1° e 2° ano),0,24,0.0
8.239799999999999,10.0,9.0,8.541666667,7.418,7.51,7.5,7.443333333,ALFA (1° e 2° ano),0,24,0.0
8.3510666667,10.0,9.0,8.3333333335,6.834,7.51,7.5,8.5,ALFA (1° e 2° ano),0,24,0.0
7.2838203209,5.0,6.0,8.6631016045,8.502,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
7.59291123,5.0,7.75,8.20855615,9.002,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
7.665638502700001,5.0,10.0,7.0721925135,7.502,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
5.2212050505,5.0,6.0,2.7525252525,7.002,2.51,6.875,6.66,Fase 1 (3° e 4° ano),-1,24,0.0
6.764292246,5.0,4.75,8.14171123,8.502,7.51,7.1875,6.83,Fase 1 (3° e 4° ano),-1,24,0.0
5.5058531621,5.0,2.75,7.3320158105,8.502,2.51,6.5625,6.16,Fase 2 (5° e 6° ano),-2,24,0.0
6.4727360962,5.0,7.0,4.598930481,7.002,7.51,7.1875,7.415,Fase 1 (3° e 4° ano),-1,24,0.0
6.587019518800001,5.0,4.75,7.005347594,8.002,7.51,7.1875,7.33,Fase 1 (3° e 4° ano),-1,24,0.0
6.8667414438000005,5.0,7.0,6.483957219,7.002,7.51,7.1875,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
5.799702673800001,5.0,5.25,4.692513369,7.002,6.255,6.875,6.49,Fase 2 (5° e 6° ano),-2,24,0.0
6.823383155100001,5.0,5.0,7.6871657755000005,8.502,7.51,7.1875,7.33,Fase 1 (3° e 4° ano),-1,24,0.0
7.627588888900001,5.0,8.25,8.6944444445,8.002,7.51,6.875,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
7.801200000000001,5.0,7.5,9.25,9.502,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
7.040088888900001,5.0,5.0,8.4444444445,8.502,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
7.201526797300001,5.0,8.5,5.7516339865,8.502,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
6.917866666700001,5.0,8.25,6.833333333500001,9.002,2.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
6.3925823529,5.0,3.0,7.7794117645,9.002,7.51,6.875,6.99,Fase 2 (5° e 6° ano),-2,24,0.0
7.9400888889,5.0,8.75,8.9444444445,9.002,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
7.8845333333,5.0,8.25,9.1666666665,9.002,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
7.722033333300001,5.0,8.25,8.1666666665,10.002,7.51,6.875,7.5,Fase 2 (5° e 6° ano),-2,24,0.0
6.684533333300001,5.0,6.0,8.4166666665,8.002,2.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
7.95295,10.0,8.75,8.875,9.002,6.885,6.5625,5.915,ALFA (1° e 2° ano),0,24,0.0
8.47795,10.0,7.5,9.0,9.502,7.51,8.4375,8.165,ALFA (1° e 2° ano),0,24,0.0
7.487366666700001,5.0,7.0,9.0833333335,10.002,7.51,6.875,6.66,Fase 1 (3° e 4° ano),-1,24,0.0
8.332450000000001,5.0,8.5,10.0,10.002,7.51,7.8125,8.0,Fase 1 (3° e 4° ano),-1,24,0.0
7.075466666700001,5.0,8.5,8.5833333335,7.918,2.51,7.5,6.83,Fase 1 (3° e 4° ano),-1,24,0.0
8.9824954545,10.0,10.0,9.5227272725,9.002,7.51,8.4375,7.915,ALFA (1° e 2° ano),0,24,0.0
7.6397833333000005,10.0,4.5,9.2916666665,9.002,7.51,7.8125,7.245,ALFA (1° e 2° ano),0,24,0.0
8.264116666700001,10.0,7.5,9.3333333335,9.002,7.51,7.8125,7.325,ALFA (1° e 2° ano),0,24,0.0
8.0588666667,5.0,10.0,8.2083333335,8.502,7.51,7.5,7.83,Fase 1 (3° e 4° ano),-1,24,0.0
7.98945,10.0,6.5,10.0,9.502,7.51,6.5625,6.66,ALFA (1° e 2° ano),0,24,0.0
8.944616666700002,10.0,9.5,9.3333333335,10.002,7.51,8.4375,7.915,ALFA (1° e 2° ano),0,24,0.0
7.8522833333,10.0,7.25,7.291666666499999,9.002,7.51,8.4375,7.245,ALFA (1° e 2° ano),0,24,0.0
7.8262,5.0,9.0,7.25,9.002,7.51,8.75,7.75,Fase 2 (5° e 6° ano),-2,24,0.0
8.1040529412,5.0,8.25,9.411764706,8.502,7.51,9.375,7.665,Fase 2 (5° e 6° ano),-2,24,0.0
5.6127,5.0,6.25,6.25,8.502,5.625,2.5,4.75,Fase 2 (5° e 6° ano),-2,24,0.0
8.213199999999999,5.0,9.25,10.0,7.502,6.255,9.375,7.75,Fase 1 (3° e 4° ano),-1,24,0.0
8.338700000000001,5.0,8.5,9.75,9.502,7.51,9.375,7.75,Fase 1 (3° e 4° ano),-1,24,0.0
8.350200000000001,5.0,9.0,10.0,10.002,5.625,9.375,7.75,Fase 1 (3° e 4° ano),-1,24,0.0
7.746700000000001,5.0,8.75,9.25,8.002,5.01,8.125,7.665,Fase 1 (3° e 4° ano),-1,24,0.0
7.361700000000001,5.0,5.5,8.75,10.002,7.51,8.125,7.24,Fase 2 (5° e 6° ano),-2,24,0.0
8.3217,5.0,8.75,9.75,9.002,7.51,9.375,7.665,Fase 2 (5° e 6° ano),-2,24,0.0
6.566200000000001,5.0,5.0,8.75,10.002,2.51,7.5,6.575,Fase 2 (5° e 6° ano),-2,24,0.0
8.0056026915,5.0,7.75,9.544513457499999,9.502,7.51,8.125,7.665,Fase 1 (3° e 4° ano),-1,24,0.0
7.141365631500001,5.0,9.5,6.2008281575,9.502,2.51,7.5,7.75,Fase 1 (3° e 4° ano),-1,24,0.0
6.015144444400001,5.0,6.0,4.722222222,8.002,7.51,6.875,5.66,Fase 2 (5° e 6° ano),-2,24,0.0
6.1368428571,5.0,3.0,8.6607142855,8.002,7.51,6.875,5.33,Fase 1 (3° e 4° ano),-1,24,0.0
7.3547,5.0,8.75,10.0,8.502,6.885,5.0,5.33,Fase 1 (3° e 4° ano),-1,24,0.0
8.3422714286,10.0,10.0,8.392857143,9.502,7.51,5.625,7.0,ALFA (1° e 2° ano),0,24,0.0
7.862906349200001,5.0,10.0,9.246031746,10.002,7.51,5.625,6.0,Fase 1 (3° e 4° ano),-1,24,0.0
6.053509523800001,5.0,4.5,7.619047619,9.002,7.51,5.625,4.58,Fase 1 (3° e 4° ano),-1,24,0.0
7.8185809524000005,5.0,9.0,9.761904762,9.502,7.51,7.5,5.575,Fase 1 (3° e 4° ano),-1,24,0.0
8.8262,10.0,9.75,10.0,8.002,7.51,6.25,8.5,ALFA (1° e 2° ano),0,24,0.0
9.3612,10.0,10.0,10.0,8.502,7.51,8.75,9.425,ALFA (1° e 2° ano),0,24,0.0
7.4195809524000005,5.0,8.75,9.511904762,9.002,2.51,7.5,6.83,Fase 1 (3° e 4° ano),-1,24,0.0
6.677723809500001,5.0,4.5,8.7976190475,9.502,2.51,7.5,7.835,Fase 1 (3° e 4° ano),-1,24,0.0
7.2340128655000004,5.0,6.25,9.4590643275,8.502,7.51,6.25,6.83,Fase 1 (3° e 4° ano),-1,24,0.0
6.066009523800001,5.0,6.5,6.619047619,8.502,3.135,5.625,6.08,Fase 1 (3° e 4° ano),-1,24,0.0
7.3701047619,10.0,5.5,8.0595238095,9.502,7.51,6.25,6.66,ALFA (1° e 2° ano),0,24,0.0
6.153842857100001,5.0,5.0,8.7857142855,8.502,2.51,5.625,6.165,Fase 1 (3° e 4° ano),-1,24,0.0
7.1323428571,5.0,6.5,8.7857142855,9.002,7.51,6.25,6.495,Fase 1 (3° e 4° ano),-1,24,0.0
7.693461904800001,5.0,7.0,9.023809524,9.502,7.51,6.875,8.0,Fase 1 (3° e 4° ano),-1,24,0.0
6.4483428571,5.0,4.0,9.0357142855,10.002,2.51,6.25,7.325,Fase 1 (3° e 4° ano),-1,24,0.0
7.967866666700001,5.0,9.25,7.833333333500001,9.002,7.51,7.5,8.25,Fase 1 (3° e 4° ano),-1,24,0.0
5.685771428600001,5.0,3.75,6.3928571430000005,10.002,2.51,6.25,6.405,Fase 1 (3° e 4° ano),-1,24,0.0
8.3373184211,5.0,8.75,9.7368421055,9.502,8.13,8.4375,7.665,Fase 2 (5° e 6° ano),-2,24,0.0
7.7244368421,5.0,6.75,9.4736842105,9.002,7.51,8.125,7.58,Fase 1 (3° e 4° ano),-1,24,0.0
7.9298184211,5.0,8.0,9.7368421055,8.502,7.51,7.8125,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
7.73495,5.0,7.25,9.75,9.002,7.51,7.1875,7.325,Fase 1 (3° e 4° ano),-1,24,0.0
7.9604662539,5.0,9.0,8.5913312695,7.502,7.51,8.75,7.83,Fase 1 (3° e 4° ano),-1,24,0.0
8.3422,5.0,8.5,10.0,9.502,7.51,8.75,7.83,Fase 1 (3° e 4° ano),-1,24,0.0
7.855727777800001,5.0,8.5,8.388888889,8.002,7.51,8.4375,7.915,Fase 1 (3° e 4° ano),-1,24,0.0
8.3792,5.0,7.5,10.0,10.002,9.38,8.75,7.83,Fase 1 (3° e 4° ano),-1,24,0.0
8.335450000000002,5.0,8.5,10.0,8.502,8.755,8.4375,7.83,Fase 2 (5° e 6° ano),-2,24,0.0
8.1861038462,5.0,8.75,9.230769231,9.002,8.13,8.4375,7.665,Fase 1 (3° e 4° ano),-1,24,0.0
8.379818421100001,5.0,9.5,9.7368421055,10.002,7.51,7.8125,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
8.289950000000001,5.0,8.5,9.5,10.002,8.13,8.4375,7.665,Fase 1 (3° e 4° ano),-1,24,0.0
6.454700000000001,5.0,3.0,9.5,8.002,7.51,6.875,6.08,Fase 1 (3° e 4° ano),-1,24,0.0
7.353427272700001,5.0,6.0,8.3636363635,9.502,7.51,8.125,7.335,Fase 1 (3° e 4° ano),-1,24,0.0
8.0352454545,5.0,8.25,9.5227272725,9.502,7.51,8.125,7.335,Fase 1 (3° e 4° ano),-1,24,0.0
7.202245454500001,5.0,7.0,6.5227272725,10.002,7.51,8.125,7.17,Fase 1 (3° e 4° ano),-1,24,0.0
6.8916181818,5.0,6.75,7.909090909,7.418,7.51,7.5,6.085,Fase 1 (3° e 4° ano),-1,24,0.0
7.537472727300001,5.0,6.75,8.3863636365,9.502,7.51,8.75,7.17,Fase 1 (3° e 4° ano),-1,24,0.0
6.1376545455,5.0,2.25,6.4772727275,9.002,7.51,8.75,6.83,Fase 2 (5° e 6° ano),-2,24,0.0
6.9318363636,5.0,3.75,9.318181818,10.002,7.51,7.5,6.585,Fase 2 (5° e 6° ano),-2,24,0.0
7.8695888889,10.0,5.5,9.4444444445,9.002,7.51,8.125,7.085,ALFA (1° e 2° ano),0,24,0.0
7.9943363636,5.0,9.0,8.568181818,9.502,7.51,8.125,7.335,Fase 2 (5° e 6° ano),-2,24,0.0
7.1807,5.0,6.75,7.5,8.002,7.51,8.125,7.335,Fase 1 (3° e 4° ano),-1,24,0.0
7.453427272700001,5.0,7.25,7.8636363634999995,9.002,7.51,8.125,7.335,Fase 1 (3° e 4° ano),-1,24,0.0
6.552990476200001,10.0,4.0,7.380952381,9.168,5.01,6.25,6.17,ALFA (1° e 2° ano),0,24,0.0
7.2102,10.0,6.0,9.0,8.502,5.635,5.625,6.17,ALFA (1° e 2° ano),0,24,0.0
6.8480623189,10.0,5.0,7.0018115945,8.502,7.51,5.625,6.42,ALFA (1° e 2° ano),0,24,0.0
8.738700000000001,10.0,10.0,9.375,9.502,5.635,7.5,8.0,ALFA (1° e 2° ano),0,24,0.0
7.1463666667000005,5.0,8.0,7.708333333500001,8.502,5.01,6.875,7.33,Fase 1 (3° e 4° ano),-1,24,0.0
7.709200000000001,10.0,8.5,6.875,10.002,5.635,6.875,6.915,ALFA (1° e 2° ano),0,24,0.0
7.188033333300001,5.0,7.0,7.291666666499999,10.002,6.26,6.875,7.58,Fase 1 (3° e 4° ano),-1,24,0.0
7.690800000000001,10.0,6.5,10.0,7.418,5.635,6.875,6.99,ALFA (1° e 2° ano),0,24,0.0
6.6513739130000005,5.0,6.0,7.010869565,9.002,6.26,6.25,6.99,Fase 1 (3° e 4° ano),-1,24,0.0
7.570033333300001,5.0,8.75,8.4166666665,8.002,7.51,6.875,6.99,Fase 1 (3° e 4° ano),-1,24,0.0
7.3700333333,5.0,6.5,9.7916666665,9.002,6.26,6.875,6.99,Fase 1 (3° e 4° ano),-1,24,0.0
6.919852173900001,5.0,6.5,6.6032608695,9.002,7.51,7.5,6.99,Fase 1 (3° e 4° ano),-1,24,0.0
7.6077217391,5.0,6.5,9.282608695499999,9.502,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
8.427286956500001,10.0,8.75,8.3804347825,10.002,7.51,7.5,7.5,ALFA (1° e 2° ano),0,24,0.0
8.6012,10.0,9.5,10.0,7.002,7.51,7.5,7.5,ALFA (1° e 2° ano),0,24,0.0
8.052286956500001,10.0,8.0,8.6304347825,8.502,6.26,7.5,7.5,ALFA (1° e 2° ano),0,24,0.0
7.4637,5.0,6.5,9.5,9.502,6.26,6.875,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
8.0456444444,5.0,9.0,8.722222222,10.002,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
6.4843521739,5.0,4.5,6.9782608695,7.502,7.51,6.875,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
7.9632000000000005,10.0,4.75,10.0,9.502,8.13,7.5,7.5,ALFA (1° e 2° ano),0,24,0.0
7.577286956500001,5.0,6.75,8.8804347825,9.502,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
7.3707652174,5.0,5.25,9.347826087,9.502,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
8.101200000000002,5.0,8.25,10.0,9.502,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
8.2742769231,5.0,9.75,9.6153846155,9.002,7.51,7.5,7.5,Fase 1 (3° e 4° ano),-1,24,0.0
