INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,FASE IDEAL,DEFA,ANO,FASE
7.821816667,10.0,7.2,9.5,8.3,2.52,7.8125,8.0425,Fase 3 (7° e 8° ano),0,23,3.0
5.977708333,5.0,6.3,6.8,0.0,5.0,7.96875,7.8375,Fase 4 (9° ano),-1,23,3.0
6.632716667,10.0,4.2,7.3,9.2,2.52,7.8125,6.88,Fase 3 (7° e 8° ano),0,23,3.0
5.886625,10.0,3.5,8.8,0.0,2.52,7.65625,7.045,Fase 3 (7° e 8° ano),0,23,3.0
6.864508333,5.0,4.8,9.4,9.2,5.0,6.71875,7.2125,Fase 4 (9° ano),-1,23,3.0
6.241583333,5.0,5.7,8.8,0.0,5.0,7.8125,7.835,Fase 5 (1° EM),-2,23,3.0
8.256833333,10.0,8.1,8.6,7.5,7.52,8.125,8.045,Fase 3 (7° e 8° ano),0,23,3.0
6.047333333,5.0,6.3,6.5,0.0,7.52,7.5,7.46,Fase 5 (1° EM),-2,23,3.0
7.549025,5.0,6.8,9.5,8.3,7.52,7.03125,7.5025,Fase 5 (1° EM),-2,23,3.0
8.240016667,10.0,8.3,9.3,6.7,7.52,7.1875,7.88,Fase 3 (7° e 8° ano),0,23,3.0
6.989208333,10.0,6.2,8.2,0.0,7.52,7.96875,7.835,Fase 3 (7° e 8° ano),0,23,3.0
6.895508333,5.0,7.6,7.5,7.1,2.52,7.96875,8.125,Fase 4 (9° ano),-1,23,3.0
4.603416667,5.0,2.6,7.5,0.0,5.0,4.6875,5.54,Fase 5 (1° EM),-2,23,3.0
5.958791667,10.0,4.7,7.9,0.0,5.0,6.40625,6.4575,Fase 2 (5° e 6° ano),1,23,3.0
7.062433333,5.0,7.2,8.9,8.8,2.52,6.875,7.6725,Fase 5 (1° EM),-2,23,3.0
7.213625,5.0,6.3,9.5,7.5,5.0,7.03125,8.0025,Fase 4 (9° ano),-1,23,3.0
6.312083333,5.0,3.8,6.9,9.6,7.52,7.1875,6.2475,Fase 4 (9° ano),-1,23,3.0
6.874683333,5.0,5.9,7.7,8.8,7.52,7.1875,6.5775,Fase 4 (9° ano),-1,23,3.0
7.856033333,5.0,8.7,8.4,7.9,5.0,8.75,8.88,Fase 4 (9° ano),-1,23,3.0
7.396508333,10.0,7.0,7.2,7.1,7.52,7.34375,6.8425,Fase 3 (7° e 8° ano),0,23,3.0
6.2267,5.0,2.7,8.1,10.0,5.0,7.5,6.5825,Fase 5 (1° EM),-2,23,3.0
8.316833333,10.0,8.0,9.5,9.6,2.52,8.125,9.0025,Fase 4 (9° ano),0,23,4.0
7.406658333,10.0,5.9,8.7,7.9,2.52,7.65625,8.42,Fase 4 (9° ano),0,23,4.0
7.718566667,10.0,6.5,9.4,8.3,2.52,8.125,8.17,Fase 3 (7° e 8° ano),1,23,4.0
7.030108333,5.0,6.7,7.8,8.3,2.52,8.59375,8.46,Fase 6 (2° EM),-2,23,4.0
8.283216667,10.0,8.0,9.4,9.2,2.52,8.4375,8.92,Fase 3 (7° e 8° ano),1,23,4.0
7.671208333,10.0,6.8,8.3,9.6,2.52,7.96875,8.2525,Fase 4 (9° ano),0,23,4.0
7.60205,10.0,6.0,9.2,7.1,2.52,8.4375,8.79,Fase 4 (9° ano),0,23,4.0
7.560991667,10.0,6.2,9.0,7.9,2.52,8.28125,8.2125,Fase 3 (7° e 8° ano),1,23,4.0
8.024791667,10.0,7.1,9.4,9.6,2.52,7.65625,8.71,Fase 4 (9° ano),0,23,4.0
7.967608333,10.0,7.2,9.8,8.3,2.52,7.96875,8.46,Fase 3 (7° e 8° ano),1,23,4.0
8.207591667,10.0,7.8,9.8,9.2,2.52,8.28125,8.42,Fase 3 (7° e 8° ano),1,23,4.0
7.817541667,10.0,6.9,9.7,7.5,2.52,7.96875,8.46,Fase 4 (9° ano),0,23,4.0
7.727325,10.0,6.5,9.4,7.9,2.52,8.28125,8.3775,Fase 4 (9° ano),0,23,4.0
7.263666667,10.0,7.8,9.7,0.0,2.52,8.125,8.4625,Fase 4 (9° ano),0,23,4.0
7.67285,10.0,6.0,9.7,8.8,2.52,7.8125,8.1225,Fase 4 (9° ano),0,23,4.0
6.96965,5.0,5.6,8.6,8.3,2.52,8.4375,8.5025,Fase 5 (1° EM),-1,23,4.0
7.333591667,5.0,6.8,8.7,9.2,2.52,8.90625,8.3375,Fase 5 (1° EM),-1,23,4.0
6.616016667,5.0,6.5,6.2,8.8,5.0,7.1875,7.3775,Fase 6 (2° EM),-2,23,4.0
8.430241667,10.0,7.1,9.5,7.9,7.52,8.59375,8.5025,Fase 3 (7° e 8° ano),1,23,4.0
5.661166667,5.0,4.3,4.5,9.6,2.52,7.5,7.17,Fase 6 (2° EM),-2,23,4.0
5.939858333,2.5,6.3,5.3,8.3,2.52,7.65625,7.6275,Fase 7 (3° EM),-3,23,4.0
7.557558333,10.0,7.1,7.9,8.8,2.52,8.28125,8.045,Fase 4 (9° ano),0,23,4.0
8.881483333,10.0,8.2,9.3,8.3,7.52,9.6875,9.17,Fase 3 (7° e 8° ano),1,23,4.0
8.345491667,10.0,7.2,9.9,10.0,2.52,8.90625,8.88,Fase 4 (9° ano),0,23,4.0
7.166475,10.0,6.9,6.6,8.8,2.52,7.96875,7.7125,Fase 4 (9° ano),0,23,4.0
7.066475,5.0,5.7,9.3,8.8,2.52,7.96875,8.2125,Fase 6 (2° EM),-2,23,4.0
5.622266667,5.0,4.7,4.2,8.8,2.52,7.5,7.2925,Fase 6 (2° EM),-2,23,4.0
6.631333333,5.0,5.0,8.1,9.6,4.38,6.875,7.17,Fase 5 (1° EM),-1,23,4.0
5.811541667,5.0,6.7,6.7,0.0,2.52,7.96875,7.88,Fase 5 (1° EM),-1,23,4.0
7.102016667,10.0,6.1,7.6,8.8,2.52,7.1875,7.5475,Fase 4 (9° ano),0,23,4.0
6.791641667,5.0,5.9,7.9,8.8,2.52,7.96875,8.005,Fase 5 (1° EM),-1,23,4.0
7.067983333,5.0,5.4,9.5,8.3,5.0,7.1875,7.7125,Fase 5 (1° EM),-1,23,4.0
6.971266667,10.0,4.8,8.3,8.8,2.52,7.5,7.3375,Fase 4 (9° ano),0,23,4.0
5.709808333,5.0,4.2,6.3,7.5,2.52,6.71875,7.2125,Fase 6 (2° EM),-2,23,4.0
6.857625,5.0,6.6,7.6,9.6,4.38,7.03125,7.09,Fase 5 (1° EM),-1,23,4.0
6.269541667,5.0,5.3,8.7,7.5,2.52,6.09375,6.7575,Fase 5 (1° EM),-1,23,4.0
7.436566667,5.0,6.7,9.5,8.3,2.52,8.125,8.96,Fase 5 (1° EM),-1,23,4.0
5.5425,5.0,4.5,7.0,0.0,5.63,6.875,7.46,Fase 5 (1° EM),-1,23,4.0
6.337966667,10.0,4.8,6.7,7.1,2.52,6.875,6.9175,Fase 4 (9° ano),0,23,4.0
7.381566667,5.0,7.3,8.3,8.3,5.0,8.125,8.045,Fase 6 (2° EM),-2,23,4.0
7.016,5.0,7.5,9.9,0.0,2.52,8.75,9.545,Fase 5 (1° EM),-1,23,4.0
8.221841667,10.0,7.9,9.7,7.1,2.52,8.59375,9.3775,Fase 4 (9° ano),0,23,4.0
6.784075,5.0,4.3,7.9,10.0,6.26,7.34375,7.4175,Fase 6 (2° EM),-2,23,4.0
7.044333333,10.0,7.3,8.8,0.0,2.52,8.125,8.8325,Fase 3 (7° e 8° ano),1,23,4.0
7.171166667,5.0,8.1,10.0,0.0,2.52,8.75,9.5875,Fase 5 (1° EM),-1,23,4.0
8.256766667,10.0,6.8,9.9,8.8,4.39,8.125,8.9175,Fase 4 (9° ano),0,23,4.0
6.719791667,5.0,4.5,8.4,9.6,5.63,7.03125,7.0425,Fase 5 (1° EM),-1,23,4.0
6.411333333,5.0,7.0,8.4,0.0,5.0,8.125,7.6275,Fase 6 (2° EM),-2,23,4.0
8.02675,10.0,7.5,9.1,7.5,5.0,7.8125,8.3775,Fase 3 (7° e 8° ano),1,23,4.0
4.406458333,5.0,3.8,3.7,0.0,5.0,7.03125,6.05,Fase 6 (2° EM),-2,23,4.0
7.281433333,5.0,5.5,9.8,8.8,6.89,6.875,7.3825,Fase 6 (2° EM),-2,23,4.0
6.207083333,5.0,4.6,7.9,7.5,2.52,7.1875,7.465,Fase 5 (1° EM),-1,23,4.0
6.644475,10.0,5.3,6.9,8.8,2.52,7.34375,6.715,Fase 3 (7° e 8° ano),1,23,4.0
6.369375000000001,2.5,6.2,9.0,7.9,7.5,7.96875,7.4625,Fase 7 (3° EM),-3,23,4.0
6.91875,5.0,6.4,9.4,9.6,7.5,7.8125,7.5875,Fase 5 (1° EM),-1,23,4.0
7.342875,10.0,7.0,8.7,8.3,7.5,7.96875,7.88,Fase 4 (9° ano),0,23,4.0
6.72325,5.0,5.9,8.8,9.6,7.5,7.8125,7.71,Fase 5 (1° EM),-1,23,4.0
5.13975,5.0,2.7,7.7,7.9,7.5,4.6875,6.505,Fase 6 (2° EM),-2,23,4.0
6.656750000000001,5.0,6.1,9.0,8.8,7.5,7.8125,7.3775,Fase 5 (1° EM),-1,23,4.0
7.641016667,5.0,7.7,8.8,8.8,2.52,9.0625,9.005,Fase 5 (1° EM),-1,23,4.0
8.116041667,10.0,7.4,9.0,9.6,2.52,8.59375,8.7975,Fase 4 (9° ano),0,23,4.0
7.011091667,10.0,3.9,8.7,9.2,2.52,7.65625,7.75,Fase 4 (9° ano),0,23,4.0
6.330041667,10.0,4.2,9.2,0.0,5.0,7.34375,7.045,Fase 4 (9° ano),0,23,4.0
6.760341667,10.0,5.2,5.4,9.2,7.52,6.71875,6.465,Fase 4 (9° ano),0,23,4.0
5.713333333,5.0,4.7,7.5,0.0,5.0,8.125,7.3375,Fase 5 (1° EM),-1,23,4.0
6.175333333,10.0,3.7,7.2,7.5,5.0,5.0,6.26,Fase 4 (9° ano),0,23,4.0
6.780741667,5.0,5.8,8.7,7.9,2.52,7.96875,7.6675,Fase 5 (1° EM),-1,23,4.0
6.1242,5.0,5.1,5.6,7.9,5.0,7.5,7.2125,Fase 6 (2° EM),-2,23,4.0
6.018083333,10.0,4.1,7.8,0.0,5.0,7.1875,7.13,Fase 4 (9° ano),0,23,4.0
6.578558333,10.0,4.9,6.8,5.4,5.0,7.03125,7.5025,Fase 4 (9° ano),0,23,4.0
6.30695,5.0,4.5,7.7,7.9,2.52,7.8125,7.71,Fase 6 (2° EM),-2,23,4.0
7.982633333,10.0,6.6,9.0,9.2,2.52,8.75,9.1275,Fase 4 (9° ano),0,23,4.0
6.140333333,5.0,5.9,9.3,0.0,2.52,8.125,7.7125,Fase 6 (2° EM),-2,23,4.0
6.796541667,10.0,6.1,9.6,0.0,2.52,7.96875,8.005,Fase 4 (9° ano),0,23,4.0
8.436908333,10.0,5.7,9.5,10.0,7.52,8.59375,8.96,Fase 4 (9° ano),0,23,4.0
6.856575,5.0,4.9,8.1,7.9,6.26,7.96875,7.71,Fase 5 (1° EM),-1,23,4.0
8.137625,10.0,7.5,9.5,7.5,5.63,7.65625,8.295,Fase 3 (7° e 8° ano),1,23,4.0
8.393508333,10.0,5.5,9.9,9.2,7.52,8.59375,8.96,Fase 4 (9° ano),0,23,4.0
7.7284,5.0,5.5,9.9,8.3,7.52,8.125,8.7525,Fase 5 (1° EM),-1,23,4.0
7.1935,10.0,5.6,9.8,0.0,5.63,8.75,8.3775,Fase 3 (7° e 8° ano),1,23,4.0
8.493058333,10.0,7.1,8.6,8.8,7.52,8.90625,9.21,Fase 4 (9° ano),0,23,4.0
5.732375,5.0,4.0,7.9,0.0,6.26,7.34375,7.46,Fase 5 (1° EM),-1,23,4.0
9.006266667,10.0,8.9,10.0,8.8,6.27,8.75,9.2125,Fase 4 (9° ano),0,23,4.0
8.189225,10.0,6.5,9.5,6.7,7.52,8.28125,8.7125,Fase 4 (9° ano),0,23,4.0
6.690458333,10.0,5.5,8.5,6.3,2.52,7.03125,6.585,Fase 4 (9° ano),0,23,4.0
5.380358333,2.5,4.7,4.6,8.3,2.52,7.65625,7.13,Fase 7 (3° EM),-3,23,4.0
7.671933333,10.0,6.1,9.0,8.8,5.0,7.5,7.6675,Fase 3 (7° e 8° ano),1,23,4.0
3.745541667,2.5,3.9,4.8,0.0,2.52,4.21875,5.375,Fase 8 (Universitários),-4,23,4.0
8.367208333,10.0,7.2,9.2,9.6,5.0,8.59375,8.88,Fase 4 (9° ano),0,23,4.0
7.695233333,10.0,6.2,9.4,8.3,2.52,8.125,8.42,Fase 3 (7° e 8° ano),1,23,4.0
5.677291667,2.5,5.4,8.3,0.0,2.52,8.28125,8.0025,Fase 7 (3° EM),-3,23,4.0
6.805033333,5.0,6.3,8.1,7.9,2.52,8.125,7.8775,Fase 6 (2° EM),-2,23,4.0
7.037808333,10.0,5.3,8.3,6.7,2.52,7.96875,8.045,Fase 4 (9° ano),0,23,4.0
6.665208333,5.0,5.3,8.0,9.6,2.52,7.34375,7.835,Fase 5 (1° EM),-1,23,4.0
6.433075,5.0,4.7,7.6,6.7,5.0,7.96875,7.5475,Fase 7 (3° EM),-2,23,5.0
8.0239,10.0,7.1,9.2,8.3,5.0,8.125,8.09,Fase 4 (9° ano),1,23,5.0
6.794516667,5.0,5.7,8.6,8.8,5.63,6.5625,6.6675,Fase 6 (2° EM),-1,23,5.0
6.811875,5.0,6.0,8.8,6.3,5.0,7.34375,7.4625,Fase 6 (2° EM),-1,23,5.0
7.769658333,10.0,7.3,9.1,7.9,5.0,7.03125,7.5075,Fase 5 (1° EM),0,23,5.0
6.068333333,5.0,5.7,9.4,0.0,5.0,6.875,6.8375,Fase 7 (3° EM),-2,23,5.0
5.545383333,2.5,4.4,7.4,7.1,2.52,6.5625,6.6275,Fase 8 (Universitários),-3,23,5.0
6.989633333,5.0,5.8,7.7,9.2,5.0,8.125,7.835,Fase 6 (2° EM),-1,23,5.0
8.0879,10.0,7.5,8.6,8.3,5.0,8.75,8.2975,Fase 5 (1° EM),0,23,5.0
6.503908333,5.0,5.7,7.3,6.7,5.0,7.34375,7.5475,Fase 6 (2° EM),-1,23,5.0
7.794358333,10.0,6.5,9.6,8.3,2.52,8.28125,8.3375,Fase 4 (9° ano),1,23,5.0
7.566458333,10.0,6.0,8.7,7.5,5.0,7.65625,8.0875,Fase 4 (9° ano),1,23,5.0
7.141308333,5.0,7.4,8.1,6.7,5.0,7.96875,7.9225,Fase 6 (2° EM),-1,23,5.0
6.319141667,5.0,4.2,7.1,8.8,5.0,7.34375,7.215,Fase 6 (2° EM),-1,23,5.0
7.03025,10.0,7.5,8.2,0.0,5.0,7.8125,8.045,Fase 5 (1° EM),0,23,5.0
7.9642,10.0,6.4,9.8,10.0,2.52,8.125,8.2975,Fase 4 (9° ano),1,23,5.0
6.946058333,5.0,7.3,8.4,6.7,5.0,7.03125,7.215,Fase 6 (2° EM),-1,23,5.0
4.9308,5.0,2.9,7.3,5.8,2.52,4.375,5.59,Fase 7 (3° EM),-2,23,5.0
7.515233333,5.0,6.7,9.4,8.3,6.26,7.5,7.9625,Fase 6 (2° EM),-1,23,5.0
7.91935,10.0,6.4,7.8,8.8,6.26,8.4375,8.6725,Fase 5 (1° EM),0,23,5.0
5.335,5.0,5.6,6.0,0.0,3.14,7.5,7.255,Fase 7 (3° EM),-2,23,5.0
7.584483333,5.0,7.9,9.5,6.2,5.0,8.4375,8.2125,Fase 6 (2° EM),-1,23,5.0
7.024933333,5.0,6.2,9.1,6.7,5.0,6.875,8.0875,Fase 7 (3° EM),-2,23,5.0
6.869133333,5.0,4.3,9.2,9.2,5.0,7.5,7.545,Fase 7 (3° EM),-2,23,5.0
6.845208333,10.0,7.0,8.5,0.0,5.0,7.34375,7.5875,Fase 5 (1° EM),0,23,5.0
5.711166667,10.0,4.0,6.4,0.0,5.0,7.5,6.8725,Fase 5 (1° EM),0,23,5.0
6.892541667,5.0,7.9,7.8,0.0,7.52,8.59375,8.1725,Fase 7 (3° EM),-2,23,5.0
7.08435,5.0,5.7,8.9,8.8,6.27,5.9375,7.8425,Fase 6 (2° EM),-1,23,5.0
8.378008333,10.0,7.8,9.6,9.2,3.77,8.59375,8.7575,Fase 5 (1° EM),0,23,5.0
5.952358333,5.0,2.2,7.8,8.3,5.0,7.65625,6.8,Fase 6 (2° EM),-1,23,5.0
7.350625,10.0,6.5,8.7,7.5,2.52,7.65625,7.715,Fase 5 (1° EM),0,23,5.0
6.168416667,5.0,5.3,7.9,7.5,2.52,7.1875,6.505,Fase 6 (2° EM),-1,23,5.0
4.25,2.5,2.6,7.7,0.0,2.52,5.625,5.6275,Fase 8 (Universitários),-3,23,5.0
5.937025,5.0,6.0,6.3,7.1,2.52,6.40625,6.88,Fase 7 (3° EM),-2,23,5.0
4.990333333,10.0,4.4,5.2,0.0,2.52,6.25,6.0,Fase 4 (9° ano),1,23,5.0
6.202008333,5.0,3.3,7.6,7.1,7.52,7.34375,6.67,Fase 6 (2° EM),-1,23,5.0
8.699408333,10.0,7.7,9.6,10.0,7.52,8.59375,8.1725,Fase 4 (9° ano),1,23,5.0
7.806141667,5.0,7.9,9.9,8.8,5.0,7.96875,7.8375,Fase 7 (3° EM),-2,23,5.0
6.483083333,10.0,4.7,9.6,0.0,6.89,6.5625,6.4225,Fase 5 (1° EM),0,23,5.0
7.487841667,5.0,7.2,10.0,9.2,2.52,7.96875,7.8775,Fase 6 (2° EM),-1,23,5.0
6.318991667,5.0,4.4,8.1,7.9,5.0,7.03125,6.5875,Fase 7 (3° EM),-2,23,5.0
7.289333333,5.0,7.2,9.6,7.5,2.52,8.75,7.795,Fase 6 (2° EM),-1,23,5.0
7.45425,10.0,6.3,8.8,9.6,2.52,7.8125,7.2125,Fase 5 (1° EM),0,23,5.0
5.314333333,5.0,4.3,7.3,0.0,5.0,7.5,6.255,Fase 7 (3° EM),-2,23,5.0
6.293083333,5.0,5.2,7.2,7.5,5.0,7.1875,6.755,Fase 7 (3° EM),-2,23,5.0
6.598266667,5.0,5.0,8.3,8.8,2.52,8.125,7.46,Fase 6 (2° EM),-1,23,5.0
6.940416667,5.0,6.1,8.7,7.5,5.0,7.8125,7.2125,Fase 6 (2° EM),-1,23,5.0
6.806466667,2.5,5.0,9.2,9.2,6.26,7.5,7.085,Fase 8 (Universitários),-3,23,5.0
7.757466667,5.0,8.1,8.5,9.2,6.26,8.125,7.8775,Fase 7 (3° EM),-2,23,5.0
8.105583333,10.0,8.1,8.9,7.5,6.26,8.4375,7.4625,Fase 5 (1° EM),0,23,5.0
6.569516667,5.0,4.8,9.2,8.8,2.52,7.1875,7.085,Fase 6 (2° EM),-1,23,5.0
7.289966667,10.0,6.4,7.4,9.2,2.52,8.125,7.71,Fase 5 (1° EM),0,23,5.0
6.724183333,5.0,5.6,8.3,8.8,2.52,7.8125,7.7125,Fase 7 (3° EM),-2,23,5.0
7.879008333,10.0,6.8,9.9,7.1,2.52,8.59375,8.63,Fase 3 (7° e 8° ano),2,23,5.0
7.58235,10.0,5.5,9.0,8.8,5.0,7.8125,7.63,Fase 5 (1° EM),0,23,5.0
7.0651,10.0,6.2,8.8,8.8,2.52,6.875,6.2525,Fase 5 (1° EM),0,23,5.0
7.43375,5.0,7.4,9.4,7.5,5.0,7.8125,7.7125,Fase 6 (2° EM),-1,23,5.0
7.297425,10.0,6.0,9.0,7.1,2.52,8.28125,7.545,Fase 4 (9° ano),1,23,5.0
6.250166667,10.0,5.8,7.3,0.0,2.52,8.125,7.795,Fase 4 (9° ano),1,23,5.0
5.638666667,5.0,5.8,8.2,0.0,2.52,6.875,6.9625,Fase 6 (2° EM),-1,23,5.0
7.171083333,5.0,4.7,9.4,9.6,5.0,7.8125,8.09,Fase 6 (2° EM),-1,23,5.0
7.583433333,10.0,7.3,9.2,6.7,2.52,8.125,7.795,Fase 5 (1° EM),0,23,5.0
7.09205,5.0,6.2,9.1,7.1,5.0,7.8125,7.7125,Fase 6 (2° EM),-1,23,5.0
6.755358333,5.0,4.2,8.9,8.3,5.0,7.65625,7.715,Fase 6 (2° EM),-1,23,5.0
5.95625,5.0,6.0,8.4,0.0,2.52,7.8125,7.715,Fase 7 (3° EM),-2,23,5.0
7.169975,5.0,5.9,8.2,7.5,7.52,7.96875,7.755,Fase 7 (3° EM),-1,23,6.0
8.378666667,10.0,7.4,9.8,9.6,6.89,7.5,7.6725,Fase 6 (2° EM),0,23,6.0
7.3651,5.0,6.6,9.8,6.7,6.26,7.5,7.7125,Fase 8 (Universitários),-2,23,6.0
7.600633333,5.0,7.7,9.1,9.2,5.63,7.5,7.5875,Fase 8 (Universitários),-2,23,6.0
6.4622,5.0,5.0,6.7,7.9,5.63,7.5,7.5875,Fase 7 (3° EM),-1,23,6.0
6.898033333,5.0,7.1,8.1,7.9,3.14,7.5,7.545,Fase 7 (3° EM),-1,23,6.0
6.258333333,5.0,6.9,8.5,0.0,5.01,7.5,7.17,Fase 8 (Universitários),-2,23,6.0
6.339466667,10.0,4.1,5.6,7.1,5.0,7.5,7.1725,Fase 6 (2° EM),0,23,6.0
8.303591667,10.0,7.9,9.6,7.1,6.26,8.28125,8.1725,Fase 6 (2° EM),0,23,6.0
8.284333333,10.0,7.8,9.5,9.6,5.0,8.125,7.8,Fase 6 (2° EM),0,23,6.0
6.450875,5.0,7.2,8.0,0.0,5.63,7.96875,7.755,Fase 7 (3° EM),-1,23,6.0
7.70625,10.0,8.1,9.7,0.0,6.26,8.4375,8.3825,Fase 6 (2° EM),0,23,6.0
7.692291667,5.0,7.2,9.6,7.5,5.63,8.28125,8.4225,Fase 8 (Universitários),-2,23,6.0
7.7105,5.0,7.9,9.0,9.6,5.63,7.5,7.795,Fase 8 (Universitários),-2,23,6.0
6.434625,5.0,6.7,7.7,0.0,6.26,8.28125,8.0025,Fase 8 (Universitários),-2,23,6.0
6.635883333,5.0,7.6,6.2,5.8,5.0,7.8125,7.59,Fase 7 (3° EM),-1,23,6.0
7.382108333,10.0,6.2,7.0,8.3,6.26,7.96875,7.4625,Fase 6 (2° EM),0,23,6.0
8.0641,5.0,8.7,9.0,6.7,6.89,8.75,8.9675,Fase 7 (3° EM),-1,23,6.0
7.452541667,5.0,6.7,9.2,7.5,6.89,7.34375,7.9625,Fase 7 (3° EM),-1,23,6.0
7.797058333,10.0,7.7,8.4,6.7,6.26,7.65625,7.6275,Fase 6 (2° EM),0,23,6.0
8.3184,5.0,8.3,9.9,8.3,7.52,8.75,8.59,Fase 7 (3° EM),-1,23,6.0
7.252275,5.0,6.3,8.4,8.3,6.89,7.96875,7.465,Fase 7 (3° EM),-1,23,6.0
7.42395,5.0,7.4,7.4,10.0,6.89,7.8125,7.4675,Fase 7 (3° EM),-1,23,6.0
6.064625,5.0,5.9,7.9,0.0,5.63,7.65625,7.38,Fase 7 (3° EM),-1,23,6.0
7.375916667,5.0,6.7,9.4,9.6,5.63,7.1875,7.045,Fase 7 (3° EM),-1,23,6.0
7.610791667,5.0,6.4,8.9,9.6,7.52,7.65625,7.84,Fase 7 (3° EM),-1,23,6.0
6.8265,5.0,5.3,9.2,7.5,5.0,7.5,7.1325,Fase 7 (3° EM),-1,23,6.0
7.215141667,10.0,6.3,6.5,8.8,5.63,7.34375,7.38,Fase 6 (2° EM),0,23,6.0
6.46725,5.0,6.8,9.0,0.0,5.0,7.8125,7.63,Fase 7 (3° EM),-1,23,6.0
6.034416667,5.0,6.0,8.8,0.0,2.52,7.8125,7.6725,Fase 8 (Universitários),-2,23,6.0
6.68045,5.0,4.5,8.3,7.9,5.63,7.8125,7.4225,Fase 7 (3° EM),-1,23,6.0
8.6625,10.0,9.3,10.0,7.5,5.63,8.125,8.385,Fase 6 (2° EM),0,23,6.0
6.700775,5.0,5.1,8.1,8.3,5.0,7.34375,7.465,Fase 7 (3° EM),-1,23,6.0
8.027466667,5.0,8.7,9.1,9.2,6.26,8.0,8.09,Fase 8 (Universitários),-1,23,7.0
7.921266667,10.0,6.9,7.7,6.7,6.89,8.625,8.8825,Fase 7 (3° EM),0,23,7.0
7.026466667,5.0,6.8,10.0,7.1,5.63,6.875,6.005,Fase 8 (Universitários),-1,23,7.0
6.716666667,10.0,7.9,8.2,0.0,3.77,7.375,6.8775,Fase 7 (3° EM),0,23,7.0
7.710866667,5.0,7.8,9.4,7.9,5.63,7.75,8.1725,Fase 8 (Universitários),-1,23,7.0
7.610333333,10.0,7.5,9.8,0.0,6.89,8.25,8.215,Fase 7 (3° EM),0,23,7.0
8.187766667,10.0,9.0,9.3,8.8,5.0,6.875,7.2925,Fase 7 (3° EM),0,23,7.0
8.835333333,10.0,7.7,9.7,9.6,7.52,8.75,8.8825,Fase 7 (3° EM),0,23,7.0
7.5524,5.0,8.0,9.4,8.3,5.0,7.125,7.6325,Fase 8 (Universitários),-1,23,7.0
8.710333333,10.0,7.8,9.1,9.6,7.52,8.75,8.7575,Fase 7 (3° EM),0,23,7.0
7.386925,5.0,6.666666666666667,8.6,7.5,2.52,7.5,7.583,Fase 8 (Universitários),-1,23,7.0
7.386925,10.0,6.666666666666667,8.6,10.0,2.52,7.5,7.583,Fase 5 (1° EM),2,23,7.0
7.386925,5.0,6.666666666666667,8.6,0.0,7.52,7.5,7.583,Fase 8 (Universitários),-1,23,7.0
7.386925,10.0,6.666666666666667,8.6,9.2,7.52,7.5,7.583,Fase 6 (2° EM),1,23,7.0
7.386925,10.0,6.666666666666667,8.6,7.9,3.14,7.5,7.583,Fase 6 (2° EM),1,23,7.0
7.386925,10.0,6.666666666666667,8.6,6.7,2.52,7.5,7.583,Fase 5 (1° EM),2,23,7.0
7.386925,10.0,6.666666666666667,8.6,9.2,2.52,7.5,7.583,Fase 6 (2° EM),1,23,7.0
7.386925,10.0,6.666666666666667,8.6,7.5,2.52,7.5,7.583,Fase 7 (3° EM),0,23,7.0
7.386925,10.0,6.666666666666667,8.6,8.3,7.52,7.5,7.583,Fase 6 (2° EM),1,23,7.0
7.386925,10.0,6.666666666666667,8.6,7.9,2.52,7.5,7.583,Fase 5 (1° EM),2,23,7.0
7.386925,10.0,6.666666666666667,8.6,0.0,3.77,7.5,7.583,Fase 5 (1° EM),2,23,7.0
7.386925,10.0,6.666666666666667,8.6,8.3,6.89,7.5,7.583,Fase 7 (3° EM),0,23,7.0
7.386925,10.0,6.666666666666667,8.6,0.0,2.52,7.5,7.583,Fase 6 (2° EM),1,23,7.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
7.386925,10.0,6.666666666666667,8.6,8.751,7.5,7.5,7.583,Fase 8 (Universitários),0,23,8.0
